,GEOID,hhinc_low
1341,410510040013,274
1342,410510040014,233
1343,410510052001,454
1344,410510057001,212
1345,410510060011,122
1346,410510065012,224
1347,410659706002,243
1348,410659703002,68
1349,410470103064,160
1350,410470103065,113
1351,410470103061,584
1352,410470103063,123
1353,410470103062,324
1354,410470014021,106
1355,410470014022,227
1356,410470014023,369
1357,410170010014,265
1358,410170010012,477
1359,410170010013,173
1360,410170004011,379
1361,410170004012,263
1362,410470007013,184
1363,410470007012,324
1364,410470005021,240
1365,410470005022,224
1366,410470014012,89
1367,410470025022,292
1368,410470025021,140
1369,410290017004,691
1370,410510029013,163
1371,410510029011,53
1372,410510029012,41
1373,410510036032,107
1374,410510040022,68
1375,410510040023,109
1376,410510040024,122
1377,410510041023,117
1378,410510041022,96
1379,410510045001,327
1380,410510028023,92
1381,410510028022,38
1382,410510036021,49
1383,410510036022,83
1384,410510051001,1450
1385,410510051002,1113
1386,410510086001,210
1387,410510086002,339
1388,410510071001,87
1389,410510080012,346
1390,410510085001,357
1391,410670306002,366
1392,410510100013,900
1393,410510004012,37
1394,410510004014,53
1395,410510004011,95
1396,410510004013,97
1397,410510041014,379
1398,410510041011,77
1399,410510041013,400
1400,410510041012,96
1401,410510056001,760
1402,410510056003,409
1403,410670324041,59
1404,410670314021,338
1405,410670314043,196
1406,410670314044,51
1407,410670315081,61
1408,410670315082,8
1409,410670315112,42
1410,410670318061,141
1411,410670318063,65
1412,410670322004,73
1413,410670322002,126
1414,410670322003,85
1415,410670313001,529
1416,410159504004,192
1417,410159503023,353
1418,410510082012,91
1419,410510096031,241
1420,410510102001,189
1421,410619708001,210
1422,410619708004,115
1423,410619706002,105
1424,410430203004,155
1425,410430203001,49
1426,410430203002,233
1427,410430204002,253
1428,410430204004,334
1429,410670318152,317
1430,410470027001,195
1431,410050205011,164
1432,410050207002,113
1433,410050207001,65
1434,410050225001,288
1435,410050225002,324
1436,410050225004,102
1437,410050225003,213
1438,410050234012,234
1439,410050234011,228
1440,410050234013,79
1441,410050241003,173
1442,410050241001,106
1443,410050206001,166
1444,410050206003,255
1445,410050203031,229
1446,410050208002,166
1447,410050208003,356
1448,410050221012,110
1449,410050221011,226
1450,410359716002,287
1451,410359716003,417
1452,410359712003,161
1453,410359712002,190
1454,410359713006,160
1455,410359713003,317
1456,410359713001,153
1457,410359713005,279
1458,410359709002,354
1459,410359709001,174
1460,410359719001,158
1461,410359719004,337
1462,410510042002,435
1463,410510047003,518
1464,410510047002,274
1465,410510047001,127
1466,410510065022,230
1467,410510065021,467
1468,410510068021,24
1469,410510068022,245
1470,410510075001,171
1471,410510075003,253
1472,410510075002,79
1473,410510078001,214
1474,410510078002,91
1475,410510088001,248
1476,410510088002,191
1477,410510092013,550
1478,410510098041,270
1479,410510099031,55
1480,410670316174,46
1481,410670316173,111
1482,410670316172,130
1483,410670316171,82
1484,410670321101,156
1485,410290004061,606
1486,410290004062,320
1487,410290005021,175
1488,410290005022,604
1489,410290005023,989
1490,410290010022,152
1491,410290010021,289
1492,410290010023,207
1493,410290004041,258
1494,410290004042,231
1495,410290016023,62
1496,410290016025,506
1497,410290016011,814
1498,410290005012,289
1499,410290005011,348
1500,410290004032,71
1501,410290004052,498
1502,410670316141,74
1503,410670324071,172
1504,410670321082,61
1505,410670321083,12
1506,410670333014,62
1507,410390018013,137
1508,410390032023,456
1509,410599400002,329
1510,410050222072,32
1511,410050223011,97
1512,410050223012,128
1513,410050227081,47
1514,410050227082,329
1515,410050223022,314
1516,410050223023,341
1517,410050226053,143
1518,410359719003,90
1519,410359720004,191
1520,410359720001,138
1521,410470002001,110
1522,410470002002,183
1523,410470003003,333
1524,410470003002,197
1525,410470003004,258
1526,410470012002,389
1527,410470009003,110
1528,410110001003,312
1529,410110001004,171
1530,410110001002,179
1531,410110001006,135
1532,410110001001,342
1533,410110001005,163
1534,410510013014,187
1535,410510013012,91
1536,410510013013,69
1537,410510014002,174
1538,410510014001,251
1539,410510014005,84
1540,410510014003,124
1541,410510014004,50
1542,410510025024,118
1543,410510025023,371
1544,410510027013,11
1545,410510027011,40
1546,410510013011,110
1547,410510037011,186
1548,410510039024,28
1549,410510039022,146
1550,410510039023,52
1551,410510048002,478
1552,410510049002,497
1553,410510067022,108
1554,410510105004,131
1555,410510105002,69
1556,410510105003,78
1557,410510095023,425
1558,410510095021,42
1559,410510104072,334
1560,410510104073,112
1561,410510020004,256
1562,410510020003,358
1563,410670317032,133
1564,410670313002,363
1565,410670320012,26
1566,410510020002,77
1567,410510031001,136
1568,410510031004,40
1569,410510046021,67
1570,410510069001,62
1571,410510030002,100
1572,410510030004,54
1573,410510030003,27
1574,410510083012,456
1575,410510100011,379
1576,410670335002,109
1577,410670304012,243
1578,410670305021,187
1579,410670312001,270
1580,410510103053,74
1581,410510103052,47
1582,410510103051,251
1583,410510097022,299
1584,410510097021,328
1585,410510097024,465
1586,410510097023,127
1587,410510098031,338
1588,410510098032,233
1589,410510103041,306
1590,410510103042,151
1591,410510074001,330
1592,410670304021,147
1593,410670305013,382
1594,410670305011,161
1595,410390038003,750
1596,410390042003,389
1597,410390042002,246
1598,410390042001,431
1599,410050226051,248
1600,410050227072,529
1601,410510082011,289
1602,410510038031,70
1603,410510046012,133
1604,410510046011,100
1605,410510063003,119
1606,410510102002,587
1607,410510032002,101
1608,410510032004,59
1609,410510033021,118
1610,410510034014,238
1611,410510034011,53
1612,410510034012,87
1613,410510003023,48
1614,410170007003,112
1615,410170008004,141
1616,410170008001,426
1617,410170008002,331
1618,410170008003,138
1619,410290009004,639
1620,410290014003,684
1621,410670321102,36
1622,410670321091,25
1623,410670321092,30
1624,410670320033,146
1625,410670320031,468
1626,410670320032,469
1627,410670320042,124
1628,410670320041,89
1629,410670319101,131
1630,410670319102,54
1631,410670308051,55
1632,410670308053,440
1633,410670319071,101
1634,410670319075,294
1635,410170009002,188
1636,410170009003,282
1637,410170018002,186
1638,410170018003,523
1639,410670305012,167
1640,410670307002,191
1641,410670315041,110
1642,410670315042,107
1643,410670315061,68
1644,410670315062,356
1645,410670317052,338
1646,410670317053,228
1647,410390010012,167
1648,410390010011,150
1649,410390010021,106
1650,410390010023,95
1651,410390018042,302
1652,410390019022,85
1653,410390022011,80
1654,410390022012,443
1655,410390004041,97
1656,410390004043,213
1657,410390007021,310
1658,410390009023,208
1659,410390009021,128
1660,410459703001,148
1661,410459703003,131
1662,410459703005,269
1663,410459704004,152
1664,410459704005,132
1665,410390046002,231
1666,410390046003,70
1667,410390051001,450
1668,410390051002,348
1669,410639602001,333
1670,410639602002,100
1671,410639603001,152
1672,410639603004,161
1673,410639603003,298
1674,410639603002,71
1675,410670327002,216
1676,410670327003,223
1677,410670318042,316
1678,410670321041,42
1679,410510050001,483
1680,410510061001,55
1681,410510062001,48
1682,410510066011,171
1683,410510104052,131
1684,410510104053,416
1685,410159503022,211
1686,410159503021,241
1687,410219601002,136
1688,410219601003,115
1689,410279501003,129
1690,410279501001,204
1691,410279502003,91
1692,410279502005,101
1693,410279503003,205
1694,410279503001,121
1695,410279503002,238
1696,410279503005,139
1697,410279504001,129
1698,410279504002,131
1699,410030010013,307
1700,410030010011,263
1701,410030011023,197
1702,410030011024,388
1703,410170001001,177
1704,410170002002,346
1705,410170002001,423
1706,410170003003,151
1707,410170003001,384
1708,410170003002,474
1709,410170005003,78
1710,410170005001,240
1711,410170006003,131
1712,410390007051,215
1713,410390007052,635
1714,410390025031,430
1715,410390025034,42
1716,410390025033,264
1717,410390044043,189
1718,410390044041,88
1719,410319602021,205
1720,410670310043,47
1721,410670310042,92
1722,410670310041,136
1723,410670311001,439
1724,410670311002,182
1725,410670314031,76
1726,410670314032,277
1727,410670314033,128
1728,410670315071,135
1729,410670315072,81
1730,410670315073,390
1731,410470004003,280
1732,410470016025,388
1733,410390031024,671
1734,410050205013,96
1735,410050205042,160
1736,410050205041,9
1737,410050207003,67
1738,410050211004,280
1739,410050215002,368
1740,410170013001,915
1741,410170013002,375
1742,410170013005,120
1743,410170013004,87
1744,410170014001,615
1745,410170014003,31
1746,410170015003,435
1747,410170015005,253
1748,410170015001,119
1749,410170017003,193
1750,410170017001,446
1751,410619702001,158
1752,410619702003,208
1753,410619705002,197
1754,410619705001,187
1755,410619701001,112
1756,410619701004,79
1757,410619701002,313
1758,410430305002,302
1759,410430305001,133
1760,410430207003,324
1761,410430207001,369
1762,410430207002,208
1763,410190800003,85
1764,410190800001,657
1765,410191400001,151
1766,410191400002,226
1767,410191400005,256
1768,410191400004,304
1769,410191400003,482
1770,410191600005,246
1771,410191600001,340
1772,410191600003,325
1773,410191600004,235
1774,410191900003,169
1775,410191900001,569
1776,410190200004,107
1777,410190200003,320
1778,410191100001,145
1779,410191100003,103
1780,410192100001,127
1781,410430302005,169
1782,410430302006,158
1783,410430302002,195
1784,410430303003,74
1785,410430303001,131
1786,410430304015,98
1787,410430304012,268
1788,410470009004,174
1789,410470009001,309
1790,410470009002,96
1791,410470009006,125
1792,410470009007,160
1793,410470009005,83
1794,410470015021,364
1795,410470015022,226
1796,410470015023,97
1797,410239601002,65
1798,410239601001,192
1799,410239601003,144
1800,410319601002,169
1801,410319601001,54
1802,410530052023,212
1803,410530052022,565
1804,410530053002,162
1805,410530053004,54
1806,410530053003,372
1807,410670314042,44
1808,410159504001,410
1809,410430204001,124
1810,410290016021,235
1811,410670326034,148
1812,410050226031,425
1813,410191500001,478
1814,410510035021,135
1815,410050235003,148
1816,410290006021,555
1817,410470018025,215
1818,410050243022,85
1819,410530205001,142
1820,410710306022,191
1821,410333616004,312
1822,410470011002,235
1823,410079505002,127
1824,410510028012,141
1825,410510012013,161
1826,410059800001,0
1827,410030109002,308
1828,410390044052,139
1829,410050226022,136
1830,410333603001,158
1831,410470027002,93
1832,410419510001,189
1833,410050201003,92
1834,410599505004,66
1835,410670315143,379
1836,410670318142,147
1837,410079511002,94
1838,410030109001,200
1839,410050217003,679
1840,410170007004,261
1841,410359716004,276
1842,410359719005,81
1843,410510037012,273
1844,410510038032,259
1845,410170009004,390
1846,410170005004,356
1847,410579607003,113
1848,410530202021,279
1849,410139501002,271
1850,410659702001,124
1851,410110008001,139
1852,410259601002,228
1853,410510099061,177
1854,410710305021,307
1855,410470016033,87
1856,410510059004,320
1857,410390019031,274
1858,410110010003,352
1859,410050239021,362
1860,410670329012,319
1861,410670310052,211
1862,410390032021,190
1863,410390054002,88
1864,410390024032,153
1865,410510098012,464
1866,410470025013,488
1867,410190500023,457
1868,410430309024,101
1869,410430304022,429
1870,410159501003,320
1871,410390035002,179
1872,410659704002,403
1873,410192000003,361
1874,410390046001,213
1875,410191500002,432
1876,410470027003,90
1877,410530202023,608
1878,410470016041,433
1879,410290030014,132
1880,410599501002,79
1881,410510092012,440
1882,410510031003,61
1883,410670305022,156
1884,410670315044,287
1885,410390019021,514
1886,410459704001,266
1887,410499702005,79
1888,410510003011,190
1889,410510081003,345
1890,410510008013,173
1891,410510083021,344
1892,410670317046,133
1893,410579603002,283
1894,410510027021,304
1895,410170012004,336
1896,410430301001,175
1897,410050237004,123
1898,410050205032,80
1899,410290013012,32
1900,410290026002,255
1901,410359714001,156
1902,410050219001,415
1903,410019502002,212
1904,410390013013,111
1905,410470014013,283
1906,410510041021,155
1907,410510085002,176
1908,410510062003,59
1909,410279502001,174
1910,410170012001,110
1911,410170017004,197
1912,410030001004,353
1913,410390009034,82
1914,410670308011,241
1915,410390003001,189
1916,410390030001,75
1917,410510018013,297
1918,410670329022,379
1919,410510006012,137
1920,410110005041,291
1921,410050227101,332
1922,410670318151,70
1923,410290013024,549
1924,410290013022,102
1925,410290022001,162
1926,410290030012,220
1927,410290030013,243
1928,410290006012,93
1929,410050240001,164
1930,410050218021,414
1931,410599513003,169
1932,410599501003,79
1933,410599501004,152
1934,410599511001,77
1935,410599511002,335
1936,410599512004,125
1937,410599512001,274
1938,410419518003,179
1939,410470107023,377
1940,410470108013,132
1941,410050216014,87
1942,410050236003,186
1943,410050236002,172
1944,410050243021,111
1945,410050212002,49
1946,410050224003,56
1947,410359717001,272
1948,410359717004,155
1949,410359710002,147
1950,410639601001,360
1951,410670327001,65
1952,410670318041,56
1953,410510061002,188
1954,410510062002,38
1955,410510066012,34
1956,410510104051,195
1957,410219601001,143
1958,410279501002,82
1959,410279501004,121
1960,410279502004,221
1961,410279502002,60
1962,410279503006,317
1963,410279503004,99
1964,410279504004,34
1965,410030010012,464
1966,410050205012,374
1967,410050205043,274
1968,410050212003,362
1969,410170012003,205
1970,410510098042,146
1971,410510095022,41
1972,410510104071,170
1973,410510020001,315
1974,410670317031,108
1975,410670320011,409
1976,410510020005,288
1977,410510031002,84
1978,410510046022,31
1979,410510069002,48
1980,410510030001,48
1981,410510083011,504
1982,410670335001,62
1983,410670304011,208
1984,410670305023,171
1985,410670305014,49
1986,410670307001,192
1987,410670315043,210
1988,410670316121,337
1989,410670316091,135
1990,410670317051,133
1991,410390010022,353
1992,410390018041,94
1993,410390019023,347
1994,410390019024,121
1995,410390004042,99
1996,410390007022,167
1997,410390009024,209
1998,410390009022,67
1999,410459703002,145
2000,410459704003,186
2001,410459704002,242
2002,410333610001,183
2003,410333616003,296
2004,410333616006,284
2005,410333608001,262
2006,410333605003,650
2007,410419504002,557
2008,410530203021,113
2009,410530203025,417
2010,410710304003,66
2011,410710304004,119
2012,410710307011,423
2013,410710305022,288
2014,410710305024,144
2015,410710309001,227
2016,410470107014,384
2017,410470015032,397
2018,410470016014,80
2019,410470016013,318
2020,410470016032,138
2021,410470016034,150
2022,410619706003,156
2023,410430307002,103
2024,410430306001,130
2025,410510059002,110
2026,410510059003,45
2027,410333605001,154
2028,410359702003,500
2029,410359708002,115
2030,410470105022,337
2031,410470017022,289
2032,410470011001,100
2033,410470006002,392
2034,410470017012,488
2035,410470017031,76
2036,410470024002,276
2037,410470103041,193
2038,410470104001,82
2039,410079512002,179
2040,410079513002,127
2041,410079505003,272
2042,410079502004,126
2043,410079503002,0
2044,410079503003,368
2045,410079506002,121
2046,410079509006,158
2047,410079509005,119
2048,410510028011,107
2049,410510005024,201
2050,410510005023,62
2051,410510008021,122
2052,410510010001,120
2053,410510010005,172
2054,410510012011,169
2055,410510012023,102
2056,410290013014,284
2057,410290021001,372
2058,410290029004,391
2059,410290029003,256
2060,410290018004,712
2061,410290020001,332
2062,410290026001,284
2063,410290028002,407
2064,410290008002,459
2065,410290007003,26
2066,410190500013,264
2067,410191800002,151
2068,410191800003,110
2069,410359714005,173
2070,410359714004,152
2071,410359715003,138
2072,410359718002,155
2073,410030102001,170
2074,410030011014,134
2075,410670317045,104
2076,410670317043,74
2077,410030011013,158
2078,410099702002,291
2079,410099708001,437
2080,410099703005,231
2081,410099703001,142
2082,410390021021,708
2083,410579603001,218
2084,410510091023,146
2085,410390031013,393
2086,410050221014,108
2087,410050227024,58
2088,410510098033,178
2089,410170020003,452
2090,410170021001,223
2091,410170016003,479
2092,410170011003,716
2093,410170007001,137
2094,410670333011,332
2095,410050241002,176
2096,410050206002,138
2097,410050203032,193
2098,410050208001,330
2099,410359708001,250
2100,410359716001,182
2101,410359712001,335
2102,410359713002,144
2103,410359713004,56
2104,410170013003,246
2105,410170014002,174
2106,410170015004,182
2107,410170015002,289
2108,410170017002,516
2109,410170020004,289
2110,410619702002,192
2111,410619705003,208
2112,410619701003,105
2113,410619704003,213
2114,410099703002,126
2115,410099707002,116
2116,410510056002,184
2117,410670324043,79
2118,410670314041,218
2119,410510034021,192
2120,410510035013,80
2121,410390001005,129
2122,410390001002,134
2123,410390005001,192
2124,410390008001,69
2125,410390019032,153
2126,410390040001,591
2127,410390044013,31
2128,410390044012,338
2129,410110007002,146
2130,410110007005,80
2131,410110010002,470
2132,410110010005,218
2133,410110010004,337
2134,410670315092,34
2135,410290010013,403
2136,410290007004,190
2137,410050239023,196
2138,410670319042,115
2139,410670315123,252
2140,410499702004,73
2141,410499702003,205
2142,410670313003,309
2143,410510103063,137
2144,410050205052,54
2145,410050204032,101
2146,410050221053,132
2147,410050221082,436
2148,410050222062,263
2149,410050222082,75
2150,410670319074,205
2151,410670318131,230
2152,410390023022,88
2153,410390007082,158
2154,410390007071,402
2155,410390025042,419
2156,410390044051,224
2157,410579602003,141
2158,410510095011,398
2159,410510094001,350
2160,410619703001,111
2161,410619707002,181
2162,410670324061,140
2163,410510019003,31
2164,410510019002,40
2165,410510025013,55
2166,410510025012,53
2167,410510026001,20
2168,410510029025,86
2169,410510029023,119
2170,410050203033,221
2171,410459709003,134
2172,410050229053,222
2173,410050230022,313
2174,410699601002,214
2175,410670312003,633
2176,410459400001,0
2177,410459709002,116
2178,410430208022,208
2179,410430208012,414
2180,410050239011,461
2181,410470011003,325
2182,410470020004,631
2183,410050203043,280
2184,410470022023,327
2185,410470021011,486
2186,410470025011,272
2187,410470023043,546
2188,410470102022,300
2189,410470102024,218
2190,410470103073,396
2191,410470022011,142
2192,410670315083,207
2193,410670315111,150
2194,410670318062,257
2195,410670322001,186
2196,410670332001,167
2197,410050210002,268
2198,410050215001,288
2199,410050226021,80
2200,410050227023,80
2201,410419510002,342
2202,410359706001,262
2203,410359709003,348
2204,410359719002,244
2205,410359720002,130
2206,410359720003,181
2207,410470002003,330
2208,410470003001,265
2209,410470012001,343
2210,410510025022,160
2211,410510025021,43
2212,410510027012,60
2213,410510037014,76
2214,410510039021,52
2215,410510048001,230
2216,410510049001,471
2217,410510067021,306
2218,410510105001,69
2219,410510082013,93
2220,410510038033,210
2221,410510063002,56
2222,410510032003,39
2223,410510032001,171
2224,410510033022,310
2225,410510034013,47
2226,410510003021,64
2227,410670320053,463
2228,410670308052,207
2229,410670319072,116
2230,410170009001,531
2231,410170018001,734
2232,410170018004,611
2233,410170002003,332
2234,410170002004,274
2235,410170003004,265
2236,410170005005,174
2237,410159504003,304
2238,410159504002,507
2239,410510096032,388
2240,410619708003,263
2241,410619708002,236
2242,410430203005,105
2243,410430203003,294
2244,410430204003,393
2245,410430305003,155
2246,410290016024,76
2247,410290016022,568
2248,410290016012,440
2249,410290004031,465
2250,410670316142,258
2251,410670324072,142
2252,410670321081,48
2253,410519800001,0
2254,410599400001,89
2255,410050222071,126
2256,410050223013,182
2257,410050223021,42
2258,410050226061,237
2259,410050226052,205
2260,410030001002,504
2261,410030006001,639
2262,410390047002,71
2263,410390050004,197
2264,410390050002,275
2265,410390044033,236
2266,410390048002,150
2267,410390009032,177
2268,410390013023,258
2269,410390013021,247
2270,410390016005,137
2271,410390021012,422
2272,410670334001,62
2273,410670302001,202
2274,410670308012,16
2275,410670316111,151
2276,410510017011,48
2277,410099706002,99
2278,410099706004,138
2279,410099709003,397
2280,410419512001,220
2281,410470101001,58
2282,410050221031,273
2283,410050229011,170
2284,410050235004,57
2285,410050238004,163
2286,410390049002,413
2287,410390003002,181
2288,410390011012,262
2289,410390011022,339
2290,410390014001,242
2291,410390017002,135
2292,410390024012,127
2293,410190500022,154
2294,410191000001,162
2295,410191200003,251
2296,410191200006,81
2297,410190900004,286
2298,410190900003,479
2299,410430309021,86
2300,410430309034,194
2301,410430309032,314
2302,410430309042,433
2303,410430201002,235
2304,410430206001,520
2305,410430206005,142
2306,410430304024,272
2307,410430304023,228
2308,410430308003,235
2309,410191300004,285
2310,410110009003,340
2311,410110009005,178
2312,410159501001,215
2313,410670310053,133
2314,410419515001,251
2315,410419513001,201
2316,410030005003,158
2317,410030009002,130
2318,410030009001,83
2319,410030010022,291
2320,410390025012,219
2321,410050238002,138
2322,410050216011,91
2323,410359701002,338
2324,410290030021,240
2325,410290025003,59
2326,410290009003,85
2327,410290014002,306
2328,410290023001,83
2329,410290002012,313
2330,410290015003,112
2331,410192000001,170
2332,410239602003,375
2333,410239602001,117
2334,410430308001,116
2335,410430308005,278
2336,410430301002,140
2337,410579608001,251
2338,410579606001,84
2339,410579606002,144
2340,410579601001,180
2341,410579604002,407
2342,410390013012,312
2343,410390018031,207
2344,410390019042,416
2345,410390020011,414
2346,410170005002,47
2347,410390007053,407
2348,410390025032,392
2349,410390044042,139
2350,410319603021,62
2351,410159502002,388
2352,410159503013,262
2353,410390012012,163
2354,410390031023,968
2355,410390027001,309
2356,410390032011,170
2357,410390012021,263
2358,410390015003,162
2359,410390018012,248
2360,410390054003,244
2361,410390054004,60
2362,410390043003,281
2363,410510038011,188
2364,410390002001,79
2365,410390002003,75
2366,410390026002,329
2367,410390004032,201
2368,410390009042,490
2369,410390020021,215
2370,410390024031,178
2371,410510073001,75
2372,410510089013,108
2373,410510090003,712
2374,410510092021,462
2375,410530052024,339
2376,410530052021,420
2377,410530053001,126
2378,410579604006,107
2379,410579605002,185
2380,410579607001,242
2381,410710305012,133
2382,410710307022,209
2383,410710310002,277
2384,410710302011,248
2385,410470105031,148
2386,410470107013,89
2387,410530202022,246
2388,410530052012,412
2389,410390029022,201
2390,410390030003,158
2391,410191600002,580
2392,410191900002,272
2393,410190200002,217
2394,410190200001,139
2395,410191100002,169
2396,410191500003,198
2397,410430302003,80
2398,410430302001,155
2399,410430302004,141
2400,410430303002,119
2401,410430304013,220
2402,410290017001,391
2403,410290019001,446
2404,410290001002,364
2405,410050224002,115
2406,410050237003,165
2407,410191800005,134
2408,410190800002,228
2409,410050209001,100
2410,410050216022,94
2411,410050202001,99
2412,410670310032,212
2413,410670310063,148
2414,410670317061,503
2415,410670316102,242
2416,410670321043,30
2417,410670324101,105
2418,410390037001,542
2419,410390052001,129
2420,410390035003,104
2421,410390036003,206
2422,410510036012,258
2423,410390022021,355
2424,410390038002,353
2425,410470005023,616
2426,410470014011,192
2427,410470025023,245
2428,410510008012,76
2429,410510029014,282
2430,410510036031,130
2431,410510040021,75
2432,410510041024,158
2433,410510043001,142
2434,410510028021,32
2435,410510036023,162
2436,410510036024,193
2437,410510060021,148
2438,410510071002,97
2439,410510080011,129
2440,410670306001,308
2441,410510040012,120
2442,410510040011,648
2443,410510052002,505
2444,410510060012,23
2445,410659706001,93
2446,410659703001,78
2447,410470007011,585
2448,410510092023,223
2449,410510093011,301
2450,410510084001,344
2451,410510089022,362
2452,410510104023,203
2453,410510104081,177
2454,410599502007,144
2455,410470108021,168
2456,410470108023,184
2457,410470018011,366
2458,410050228002,220
2459,410050232021,19
2460,410050232023,360
2461,410019503001,155
2462,410019501002,118
2463,410019504002,162
2464,410019506003,221
2465,410019506002,149
2466,410019502001,100
2467,410333611002,633
2468,410333613002,327
2469,410470016043,201
2470,410470013002,337
2471,410470015012,55
2472,410470016023,248
2473,410470018021,66
2474,410470018024,163
2475,410470023012,58
2476,410499701004,171
2477,410379602001,74
2478,410379602007,225
2479,410379602006,109
2480,410510003013,220
2481,410530202043,283
2482,410530051002,206
2483,410470105014,85
2484,410139501001,118
2485,410139502001,126
2486,410139502003,316
2487,410139503003,429
2488,410139503001,165
2489,410659702002,176
2490,410659705001,136
2491,410659707001,70
2492,410659704001,311
2493,410390039002,907
2494,410110011004,216
2495,410110011007,294
2496,410110006003,197
2497,410110008002,319
2498,410510064021,95
2499,410510070001,88
2500,410510072011,140
2501,410030106002,316
2502,410510104084,230
2503,410259602002,143
2504,410259601001,251
2505,410670313004,301
2506,410390029032,140
2507,410390023011,574
2508,410390045012,198
2509,410510099042,297
2510,410430304014,228
2511,410430307001,41
2512,410510035022,99
2513,410670318053,28
2514,410670318052,28
2515,410670326032,59
2516,410670325032,161
2517,410530203043,625
2518,410530203031,436
2519,410530205003,268
2520,410510064031,58
2521,410510104102,457
2522,410710307013,167
2523,410710301022,208
2524,410710306021,188
2525,410710306013,80
2526,410710301012,133
2527,410710303013,93
2528,410079900000,0
2529,410670310044,514
2530,410333611004,621
2531,410050202003,132
2532,410050205031,90
2533,410599503001,63
2534,410599504002,125
2535,410599504004,16
2536,410599506005,253
2537,410510002002,346
2538,410510002001,160
2539,410510004021,187
2540,410510015001,120
2541,410510100021,336
2542,410510077001,206
2543,410510081001,509
2544,410510087002,204
2545,410459707001,303
2546,410510001004,172
2547,410510006024,86
2548,410510008011,185
2549,410510007013,188
2550,410510007014,140
2551,410510016021,187
2552,410510072021,309
2553,410510079002,297
2554,410510082023,248
2555,410510093021,429
2556,410510097011,608
2557,410510103031,366
2558,410510001003,47
2559,410670326061,135
2560,410390028002,219
2561,410390028003,200
2562,410050213003,59
2563,410050204014,154
2564,410050204011,27
2565,410333614001,236
2566,410333607013,257
2567,410333603002,267
2568,410333604001,223
2569,410333612004,124
2570,410510099062,67
2571,410510106001,428
2572,410510023032,527
2573,410510022033,118
2574,410710307024,283
2575,410710308023,115
2576,410510018022,228
2577,410510021001,347
2578,410510024022,224
2579,410510029033,204
2580,410510033013,220
2581,410510037021,32
2582,410510038013,152
2583,410670317041,91
2584,410510101004,309
2585,410510103062,205
2586,410510104092,80
2587,410333612002,362
2588,410333609002,131
2589,410333606005,246
2590,410333606004,347
2591,410470027004,43
2592,410199900000,0
2593,410670315131,94
2594,410670301012,164
2595,410670301022,60
2596,410670316153,134
2597,410670324082,141
2598,410670326101,72
2599,410670318141,58
2600,410670323001,349
2601,410670326062,374
2602,410079501002,137
2603,410079507002,139
2604,410079504002,198
2605,410079511004,115
2606,410110002003,71
2607,410670331022,169
2608,410670319111,343
2609,410390045022,305
2610,410510048003,260
2611,410510052004,286
2612,410510056004,199
2613,410510016011,73
2614,410510016015,173
2615,410510006014,166
2616,410510006013,113
2617,410510009013,67
2618,410390024033,140
2619,410419506011,89
2620,410110005044,123
2621,410119901010,0
2622,410390033011,219
2623,410050229072,220
2624,410419506021,277
2625,410419503042,180
2626,410050229061,386
2627,410670319091,141
2628,410670319121,97
2629,410670324091,358
2630,410670333022,163
2631,410670324065,140
2632,410510088003,87
2633,410510092011,387
